year,quarter,region,area,level_of_edu,value,unit,source
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Below Primary Education,50.48,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Primary Education,75.33,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Lower Secondary Education,62.47,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Upper Secondary Education - General Track,62.27,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,68.25,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Upper Secondary Education - Academic Track,96.04,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Higher Education - Academic Track,83.42,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Higher Education - Vocational Track,82.19,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Higher Education - Teacher Education Track,67.87,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,Other Education,88.03,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,ในเขตเทศบาล,No Data,83.2,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Total,67.33,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,No Education,46.69,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Below Primary Education,56.94,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Primary Education,78.22,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Lower Secondary Education,61.75,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - General Track,71.6,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,71.4,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,60.33,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Higher Education - Academic Track,85.05,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Higher Education - Vocational Track,83.09,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Higher Education - Teacher Education Track,75.17,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,Other Education,95.84,Percentage,National Statistical Office of Thailand
2561,Quarter 2,Nationwide,นอกเขตเทศบาล,No Data,83.76,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Total,69.19,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,No Education,47.4,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Below Primary Education,45.32,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Primary Education,74.54,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Lower Secondary Education,67.21,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - General Track,57.06,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,67.42,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - Academic Track,0.0,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Academic Track,82.08,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Vocational Track,79.48,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Teacher Education Track,66.7,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,Other Education,100.0,Percentage,National Statistical Office of Thailand
2561,Quarter 2,กรุงเทพมหานคร,ในเขตเทศบาล,No Data,84.17,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Total,69.51,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,No Education,57.74,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Below Primary Education,52.18,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Primary Education,76.48,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Lower Secondary Education,67.3,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Upper Secondary Education - General Track,68.99,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Upper Secondary Education - Vocational Track,73.2,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Upper Secondary Education - Academic Track,70.47,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Higher Education - Academic Track,84.58,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Higher Education - Vocational Track,84.96,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Higher Education - Teacher Education Track,70.2,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,Other Education,94.13,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,Total,No Data,85.46,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Total,69.4,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,No Education,63.17,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Below Primary Education,48.44,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Primary Education,75.37,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Lower Secondary Education,66.58,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - General Track,66.41,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,72.07,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - Academic Track,78.46,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Higher Education - Academic Track,84.18,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Higher Education - Vocational Track,84.06,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Higher Education - Teacher Education Track,69.91,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,Other Education,89.9,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,ในเขตเทศบาล,No Data,85.11,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Total,69.6,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,No Education,52.53,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Below Primary Education,54.39,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Primary Education,77.28,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Lower Secondary Education,67.92,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - General Track,71.54,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,74.19,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,68.83,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Academic Track,85.15,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Vocational Track,85.83,Percentage,National Statistical Office of Thailand
2561,Quarter 2,ภาคกลาง,นอกเขตเทศบาล,Higher Education - Teacher Education Track,70.52,Percentage,National Statistical Office of Thailand
